RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1531,15001530,Cliente1531,570,France,Female,24,7,97037.41,3,1,1,124726.65,0
1532,15001531,Cliente1532,687,France,Female,77,10,0.0,2,1,0,177089.3,0
1533,15001532,Cliente1533,672,Germany,Female,42,10,70797.94,1,1,0,163968.47,0
1534,15001533,Cliente1534,560,Germany,Female,77,1,512.23,2,1,1,169412.79,1
1535,15001534,Cliente1535,588,Spain,Female,63,8,124890.09,1,0,1,189882.0,1
1536,15001535,Cliente1536,680,France,Male,41,2,0.0,1,1,1,160167.83,0
1537,15001536,Cliente1537,654,France,Female,48,9,0.0,1,1,1,159591.54,0
1538,15001537,Cliente1538,734,Spain,Male,45,8,75146.55,2,1,1,170587.66,0
1539,15001538,Cliente1539,579,France,Male,72,10,127097.19,1,1,0,209128.54,1
1540,15001539,Cliente1540,636,Spain,Male,59,8,103359.87,1,0,0,169218.9,1
1541,15001540,Cliente1541,564,France,Male,68,1,75644.5,2,0,1,156412.16,0
1542,15001541,Cliente1542,745,Spain,Female,52,1,76816.08,2,1,0,178042.2,0
1543,15001542,Cliente1543,735,Germany,Female,63,9,0.0,1,1,1,194920.08,0
1544,15001543,Cliente1544,689,Germany,Male,78,3,97480.55,1,0,1,190227.01,1
1545,15001544,Cliente1545,730,Spain,Male,53,8,23026.54,3,1,0,189127.83,0
1546,15001545,Cliente1546,765,France,Male,73,6,105815.2,1,1,0,171095.15,1
1547,15001546,Cliente1547,771,Spain,Female,48,10,72432.05,1,1,0,178160.0,1
1548,15001547,Cliente1548,792,France,Male,71,10,0.0,2,1,1,205825.88,0
1549,15001548,Cliente1549,588,France,Female,80,5,181052.13,1,0,1,209899.06,1
1550,15001549,Cliente1550,581,France,Female,48,8,5294.35,1,0,0,143981.91,0
1551,15001550,Cliente1551,758,Spain,Female,62,1,0.0,2,1,0,188673.65,0
1552,15001551,Cliente1552,613,France,Female,51,10,71887.66,2,1,1,157852.01,0
1553,15001552,Cliente1553,500,Germany,Male,74,3,72877.99,1,1,0,145691.87,1
1554,15001553,Cliente1554,611,Germany,Male,28,5,51617.91,1,1,0,142037.07,0
1555,15001554,Cliente1555,736,Germany,Female,65,9,103849.34,3,0,0,202374.57,0
1556,15001555,Cliente1556,610,Spain,Male,71,8,114175.04,1,1,1,181137.98,1
1557,15001556,Cliente1557,714,France,Female,39,0,0.0,1,1,1,119958.27,0
1558,15001557,Cliente1558,675,Germany,Male,44,9,65744.35,2,1,1,141618.89,0
1559,15001558,Cliente1559,536,Spain,Male,77,7,0.0,1,0,0,166254.97,0
1560,15001559,Cliente1560,688,Spain,Female,62,4,28070.95,1,0,1,166761.52,0
1561,15001560,Cliente1561,651,Spain,Female,62,1,64981.72,3,1,0,173397.4,1
1562,15001561,Cliente1562,603,Spain,Male,36,10,87495.62,1,1,1,146440.13,0
1563,15001562,Cliente1563,529,France,Male,23,9,0.0,2,1,1,117223.21,1
1564,15001563,Cliente1564,785,France,Male,72,4,60067.18,1,1,1,206663.7,0
1565,15001564,Cliente1565,572,Spain,Female,25,5,71729.28,2,1,1,102731.0,0
1566,15001565,Cliente1566,477,Germany,Male,52,4,50740.4,1,1,0,131147.39,1
1567,15001566,Cliente1567,720,Germany,Female,77,4,0.0,4,0,1,195654.4,0
1568,15001567,Cliente1568,612,France,Female,50,2,84415.38,4,1,1,177719.14,1
1569,15001568,Cliente1569,750,France,Female,57,0,0.0,2,1,1,189794.25,0
1570,15001569,Cliente1570,641,Germany,Female,49,0,66957.04,1,1,1,146229.9,0
1571,15001570,Cliente1571,648,France,Male,31,10,0.0,1,0,0,110224.14,0
1572,15001571,Cliente1572,700,Spain,Female,19,6,125236.84,2,1,0,141593.5,0
1573,15001572,Cliente1573,660,France,Female,43,7,0.0,2,0,1,156385.81,0
1574,15001573,Cliente1574,659,Spain,Female,58,8,41108.37,4,1,0,197519.54,0
1575,15001574,Cliente1575,742,France,Female,61,6,85492.96,1,0,0,178520.47,1
1576,15001575,Cliente1576,573,Germany,Female,40,9,97391.99,2,1,0,153872.81,1
1577,15001576,Cliente1577,697,Germany,Female,41,8,0.0,1,1,0,132025.92,0
1578,15001577,Cliente1578,674,Spain,Male,55,9,136965.68,2,1,0,159988.9,1
1579,15001578,Cliente1579,514,France,Male,68,0,130686.53,2,1,0,152619.57,1
1580,15001579,Cliente1580,744,France,Male,66,0,0.0,1,1,0,156499.61,0
1581,15001580,Cliente1581,715,France,Male,53,7,88585.93,2,1,1,179660.55,1
1582,15001581,Cliente1582,780,Spain,Female,41,9,58566.7,1,1,1,149975.96,0
1583,15001582,Cliente1583,613,Spain,Female,51,0,0.0,1,1,1,143284.9,0
1584,15001583,Cliente1584,557,France,Female,25,8,71003.88,1,1,0,126586.56,0
1585,15001584,Cliente1585,850,France,Female,68,3,127011.16,2,0,1,202925.05,0
1586,15001585,Cliente1586,564,France,Male,52,9,124321.56,1,1,1,189776.43,1
1587,15001586,Cliente1587,583,France,Female,22,7,30492.52,1,1,0,97543.33,0
1588,15001587,Cliente1588,697,Spain,Male,46,1,104698.91,1,1,0,164874.77,0
1589,15001588,Cliente1589,613,France,Male,48,7,64735.23,1,1,0,138867.25,0
1590,15001589,Cliente1590,685,France,Female,32,4,32248.07,1,1,0,123889.45,1
1591,15001590,Cliente1591,537,Spain,Male,66,10,66884.43,1,1,0,172425.73,1
1592,15001591,Cliente1592,506,France,Female,61,2,101645.4,1,1,1,131527.13,1
1593,15001592,Cliente1593,603,Germany,Male,22,7,130519.52,1,1,1,132499.47,1
1594,15001593,Cliente1594,707,Spain,Male,73,1,0.0,3,0,0,178728.44,1
1595,15001594,Cliente1595,647,France,Male,33,7,107516.61,1,1,0,137269.63,1
1596,15001595,Cliente1596,752,France,Female,64,7,89139.15,2,1,1,183321.55,0
1597,15001596,Cliente1597,628,Spain,Male,63,6,0.0,2,1,0,155236.99,1
1598,15001597,Cliente1598,666,France,Male,67,7,58891.15,2,1,0,185567.79,0
1599,15001598,Cliente1599,573,France,Male,80,6,65694.99,2,1,0,209779.85,0
1600,15001599,Cliente1600,526,Germany,Female,52,9,74313.88,1,1,1,160676.79,1
1601,15001600,Cliente1601,547,France,Female,44,3,78302.57,1,1,0,129300.58,0
1602,15001601,Cliente1602,583,Germany,Female,70,10,22255.12,1,1,1,198770.68,1
1603,15001602,Cliente1603,817,France,Male,70,2,0.0,1,1,0,189002.16,0
1604,15001603,Cliente1604,541,France,Female,77,3,60802.1,2,0,0,168267.03,0
1605,15001604,Cliente1605,575,Germany,Male,53,1,0.0,2,0,0,125771.28,1
1606,15001605,Cliente1606,766,Germany,Male,49,1,0.0,2,1,0,161829.28,0
1607,15001606,Cliente1607,593,France,Male,76,8,0.0,1,1,0,168184.28,1
1608,15001607,Cliente1608,700,France,Female,60,5,99563.67,3,0,1,188951.08,0
1609,15001608,Cliente1609,457,Spain,Male,52,5,0.0,1,0,1,138983.37,0
1610,15001609,Cliente1610,567,France,Female,26,10,0.0,3,1,0,127047.76,0
1611,15001610,Cliente1611,693,Germany,Female,61,8,11109.75,1,1,1,168513.1,0
1612,15001611,Cliente1612,506,France,Female,59,10,109567.71,1,1,1,164742.46,0
1613,15001612,Cliente1613,665,France,Male,34,1,87598.97,1,1,1,139711.59,0
1614,15001613,Cliente1614,653,France,Female,63,3,136343.5,2,1,0,179632.63,1
1615,15001614,Cliente1615,602,France,Female,80,0,150876.74,2,1,1,189914.72,1
1616,15001615,Cliente1616,626,Germany,Male,67,2,44586.95,3,1,0,175371.28,0
1617,15001616,Cliente1617,710,France,Female,74,4,0.0,1,1,1,204612.35,0
1618,15001617,Cliente1618,645,Spain,Female,80,5,47437.66,1,1,0,171418.89,1
1619,15001618,Cliente1619,733,Spain,Female,32,1,63963.62,2,1,0,130456.9,0
1620,15001619,Cliente1620,716,France,Male,75,9,80061.71,1,1,0,193614.9,1
1621,15001620,Cliente1621,780,Spain,Female,79,7,0.0,2,1,1,210616.29,1
1622,15001621,Cliente1622,614,France,Male,26,8,113752.77,2,1,0,143716.0,0
1623,15001622,Cliente1623,664,France,Male,50,8,76292.09,1,1,1,141557.01,0
1624,15001623,Cliente1624,560,France,Female,50,3,86988.24,1,0,0,161554.62,1
1625,15001624,Cliente1625,702,France,Male,40,7,28176.9,1,0,1,158989.9,0
1626,15001625,Cliente1626,589,France,Female,55,4,125811.72,1,1,0,153980.33,1
1627,15001626,Cliente1627,702,Germany,Male,22,8,79680.96,2,0,0,169791.45,0
1628,15001627,Cliente1628,626,France,Male,21,3,0.0,2,1,1,118205.19,0
1629,15001628,Cliente1629,635,France,Female,44,3,119527.86,3,1,1,163320.05,0
1630,15001629,Cliente1630,669,France,Male,73,10,0.0,2,1,0,177331.45,0
1631,15001630,Cliente1631,587,France,Male,48,6,0.0,2,1,0,129075.2,0
1632,15001631,Cliente1632,593,Germany,Male,80,0,0.0,1,1,1,169480.77,0
1633,15001632,Cliente1633,597,France,Male,55,9,142648.72,1,1,1,176634.07,1
1634,15001633,Cliente1634,603,Spain,Female,35,3,49232.04,4,1,0,149628.48,1
1635,15001634,Cliente1635,702,France,Female,37,1,0.0,1,1,0,135078.2,0
1636,15001635,Cliente1636,616,France,Female,28,10,0.0,1,1,1,120062.14,0
1637,15001636,Cliente1637,600,France,Male,76,8,105270.8,1,0,0,171153.53,1
1638,15001637,Cliente1638,719,France,Female,77,7,82091.5,1,1,1,206125.58,0
1639,15001638,Cliente1639,708,France,Male,58,0,90237.05,1,1,0,153311.49,1
1640,15001639,Cliente1640,636,Germany,Female,44,1,0.0,1,1,0,152410.52,0
1641,15001640,Cliente1641,850,Spain,Female,47,3,111199.19,2,1,0,169916.56,1
1642,15001641,Cliente1642,560,France,Female,36,0,0.0,1,1,1,122485.4,1
1643,15001642,Cliente1643,785,France,Female,72,0,0.0,3,0,1,175652.32,0
1644,15001643,Cliente1644,671,France,Male,25,10,125015.21,1,1,1,155570.81,0
1645,15001644,Cliente1645,734,France,Male,24,6,0.0,4,1,1,160726.14,0
1646,15001645,Cliente1646,623,Germany,Female,74,7,0.0,2,1,0,194157.5,0
1647,15001646,Cliente1647,748,Spain,Female,34,10,0.0,2,0,1,153546.08,0
1648,15001647,Cliente1648,565,France,Male,24,10,65461.03,1,0,1,109218.41,0
1649,15001648,Cliente1649,716,Spain,Male,21,7,0.0,1,1,1,125146.52,0
1650,15001649,Cliente1650,671,France,Male,59,9,96311.11,2,1,1,173226.69,0
1651,15001650,Cliente1651,725,Spain,Male,56,4,98675.45,1,1,1,156603.4,1
1652,15001651,Cliente1652,608,Germany,Male,29,1,67104.15,3,0,0,123832.04,1
1653,15001652,Cliente1653,685,Germany,Female,73,4,0.0,2,1,1,176761.27,1
1654,15001653,Cliente1654,582,Germany,Male,36,3,88379.66,1,1,0,121037.41,0
1655,15001654,Cliente1655,618,France,Female,44,5,71029.08,2,1,1,154346.21,1
1656,15001655,Cliente1656,628,France,Female,64,6,28209.15,3,0,1,179423.87,0
1657,15001656,Cliente1657,597,France,Male,37,3,0.0,3,1,0,131736.15,0
1658,15001657,Cliente1658,607,France,Male,68,3,113634.83,2,1,0,163731.54,1
1659,15001658,Cliente1659,545,France,Female,26,9,54355.78,1,0,0,137768.89,1
1660,15001659,Cliente1660,638,Spain,Female,34,4,118426.03,1,1,0,131928.58,0
1661,15001660,Cliente1661,772,France,Female,66,5,46269.82,2,1,1,190883.9,0
1662,15001661,Cliente1662,850,France,Female,33,10,100668.47,1,1,1,161062.15,0
1663,15001662,Cliente1663,578,France,Female,54,1,102997.46,1,1,1,165920.22,0
1664,15001663,Cliente1664,585,France,Male,36,7,42098.32,1,1,0,124330.03,0
1665,15001664,Cliente1665,677,Germany,Female,55,7,119236.03,1,1,1,185878.41,1
1666,15001665,Cliente1666,691,France,Female,51,10,0.0,1,0,0,156798.41,1
1667,15001666,Cliente1667,539,Germany,Male,31,5,159146.07,1,1,1,133680.88,0
1668,15001667,Cliente1668,453,Germany,Female,54,3,86160.4,2,0,0,142238.32,0
1669,15001668,Cliente1669,671,Spain,Female,56,8,96311.85,1,1,0,174554.12,0
1670,15001669,Cliente1670,762,Spain,Female,63,9,46092.55,2,1,0,196252.38,0
1671,15001670,Cliente1671,770,France,Female,77,0,89295.46,1,0,1,190715.74,0
1672,15001671,Cliente1672,648,Germany,Female,24,3,0.0,1,0,1,113024.49,1
1673,15001672,Cliente1673,767,Germany,Female,47,10,102294.66,2,0,1,179680.62,0
1674,15001673,Cliente1674,635,Spain,Male,57,7,0.0,1,1,1,175271.17,0
1675,15001674,Cliente1675,531,France,Female,29,8,9904.99,1,0,0,137462.14,0
1676,15001675,Cliente1676,638,France,Male,30,7,167343.01,2,1,0,146466.91,0
1677,15001676,Cliente1677,737,Spain,Female,47,0,124057.93,2,0,0,156877.72,0
1678,15001677,Cliente1678,660,France,Female,33,2,87776.21,1,1,1,125142.65,0
1679,15001678,Cliente1679,601,Spain,Female,79,5,116470.23,1,0,0,184245.3,1
1680,15001679,Cliente1680,654,Spain,Male,19,6,45594.5,1,1,1,109654.03,1
1681,15001680,Cliente1681,678,France,Male,42,5,0.0,1,0,0,127955.82,0
1682,15001681,Cliente1682,661,France,Female,20,10,23001.31,2,1,1,149273.19,0
1683,15001682,Cliente1683,675,Spain,Male,32,4,44001.68,1,1,0,122008.25,0
1684,15001683,Cliente1684,681,France,Male,44,8,113667.99,1,0,1,176989.84,0
1685,15001684,Cliente1685,740,Spain,Female,39,7,67891.79,2,1,0,152284.69,0
1686,15001685,Cliente1686,661,France,Male,43,2,142693.19,1,1,0,147601.87,1
1687,15001686,Cliente1687,636,Germany,Female,21,7,28672.63,2,1,1,136750.43,0
1688,15001687,Cliente1688,680,France,Male,31,1,64263.59,2,1,1,134714.67,0
1689,15001688,Cliente1689,700,Spain,Male,63,4,50542.28,2,0,0,178653.95,1
1690,15001689,Cliente1690,501,Germany,Male,79,0,0.0,2,0,0,145410.12,1
1691,15001690,Cliente1691,747,France,Female,76,0,117995.55,1,0,1,183348.63,0
1692,15001691,Cliente1692,794,France,Male,75,9,150570.45,2,1,1,219288.56,0
1693,15001692,Cliente1693,652,France,Female,59,0,35003.64,2,1,1,166076.19,0
1694,15001693,Cliente1694,702,France,Female,59,1,0.0,2,1,0,159996.36,0
1695,15001694,Cliente1695,587,Germany,Female,71,0,85167.35,3,1,1,176540.97,1
1696,15001695,Cliente1696,707,France,Female,29,0,62008.45,3,1,1,156409.89,0
1697,15001696,Cliente1697,577,France,Male,22,5,111311.65,1,1,1,132213.32,0
1698,15001697,Cliente1698,665,France,Female,41,2,63086.04,2,1,0,155378.65,0
1699,15001698,Cliente1699,698,Germany,Female,29,9,93822.32,1,1,1,139650.63,0
1700,15001699,Cliente1700,583,Spain,Male,54,0,0.0,1,1,0,125861.72,0
1701,15001700,Cliente1701,555,Spain,Female,52,8,135767.68,2,1,1,168395.46,0
1702,15001701,Cliente1702,620,France,Male,20,3,0.0,3,1,1,142679.02,0
1703,15001702,Cliente1703,602,Spain,Male,53,5,70955.22,3,1,1,170073.63,0
1704,15001703,Cliente1704,622,Germany,Male,36,0,63101.88,1,1,1,127193.07,0
1705,15001704,Cliente1705,556,France,Male,26,8,71982.1,2,1,0,114922.59,1
1706,15001705,Cliente1706,742,Germany,Female,32,4,0.0,1,0,1,139055.0,0
1707,15001706,Cliente1707,627,France,Male,34,9,73256.6,3,0,1,153373.81,0
1708,15001707,Cliente1708,687,Germany,Female,20,8,0.0,2,1,0,121122.59,0
1709,15001708,Cliente1709,511,Spain,Female,43,9,129616.04,3,0,1,176824.7,1
1710,15001709,Cliente1710,600,Spain,Female,46,8,0.0,3,1,1,141071.09,1
1711,15001710,Cliente1711,785,France,Male,34,1,0.0,1,1,0,123897.64,0
1712,15001711,Cliente1712,575,France,Female,73,6,0.0,3,1,1,186993.76,0
1713,15001712,Cliente1713,674,France,Male,38,7,20544.61,2,1,0,129491.98,0
1714,15001713,Cliente1714,827,Spain,Female,42,2,26831.88,1,0,0,164741.41,0
1715,15001714,Cliente1715,649,Spain,Male,28,4,37533.13,2,1,0,139832.97,0
1716,15001715,Cliente1716,777,France,Male,67,10,98508.76,1,1,0,213662.9,0
1717,15001716,Cliente1717,573,France,Female,51,1,32627.41,1,0,1,163477.41,0
1718,15001717,Cliente1718,609,Spain,Male,61,6,64162.0,2,1,0,172499.9,1
1719,15001718,Cliente1719,644,Germany,Female,21,10,98069.07,2,0,0,135927.6,0
1720,15001719,Cliente1720,603,France,Female,53,0,0.0,1,1,0,137706.59,0
1721,15001720,Cliente1721,678,Germany,Female,34,8,60905.82,2,1,1,149121.09,0
1722,15001721,Cliente1722,498,France,Male,44,7,0.0,1,0,0,141153.42,0
1723,15001722,Cliente1723,559,France,Male,64,10,40322.13,3,1,0,173627.57,1
1724,15001723,Cliente1724,760,Germany,Male,37,10,72225.94,3,1,1,172953.86,0
1725,15001724,Cliente1725,659,France,Male,23,6,109908.76,1,1,1,120793.7,0
1726,15001725,Cliente1726,691,France,Male,68,10,69696.93,1,1,1,218623.9,0
1727,15001726,Cliente1727,792,Spain,Female,52,5,0.0,1,1,0,184205.17,0
1728,15001727,Cliente1728,501,Germany,Male,36,3,10545.05,2,1,1,136781.41,0
1729,15001728,Cliente1729,395,France,Female,70,8,128701.0,2,0,0,171642.13,1
1730,15001729,Cliente1730,800,Germany,Male,19,1,48974.7,1,0,1,117170.19,0
1731,15001730,Cliente1731,533,Germany,Male,32,2,90874.45,2,1,0,111334.52,0
1732,15001731,Cliente1732,656,France,Female,57,10,0.0,2,0,1,184129.43,0
1733,15001732,Cliente1733,511,Spain,Male,72,3,0.0,2,0,1,154980.24,0
1734,15001733,Cliente1734,431,Germany,Male,80,5,90831.86,1,1,1,169594.65,1
1735,15001734,Cliente1735,642,Germany,Male,18,2,0.0,2,0,1,110920.57,0
1736,15001735,Cliente1736,688,Germany,Female,63,9,95526.47,3,0,1,208314.41,0
1737,15001736,Cliente1737,578,France,Female,52,0,47137.43,1,0,0,155760.15,0
1738,15001737,Cliente1738,432,Spain,Male,46,8,141992.65,1,0,0,145582.52,0
1739,15001738,Cliente1739,674,France,Female,54,8,12681.94,2,1,1,163648.47,0
1740,15001739,Cliente1740,809,France,Female,72,7,95900.13,2,0,0,213468.97,1
1741,15001740,Cliente1741,501,Spain,Male,18,7,102485.8,2,1,0,121487.5,0
1742,15001741,Cliente1742,713,France,Female,72,10,73148.32,3,1,0,207293.94,1
1743,15001742,Cliente1743,671,France,Female,54,4,97818.01,3,0,1,160274.77,0
1744,15001743,Cliente1744,490,Germany,Female,49,10,73125.55,1,0,0,141028.03,1
1745,15001744,Cliente1745,734,France,Female,57,3,88571.08,3,1,0,185546.51,0
1746,15001745,Cliente1746,663,France,Male,40,10,87196.1,2,1,1,173791.63,0
1747,15001746,Cliente1747,636,Spain,Female,18,0,108476.22,3,0,1,124665.85,0
1748,15001747,Cliente1748,756,Spain,Male,30,2,146880.03,2,0,0,146180.28,1
1749,15001748,Cliente1749,651,Spain,Male,72,5,53004.21,2,1,1,180699.29,0
1750,15001749,Cliente1750,757,France,Female,63,9,106923.15,1,1,1,186188.48,0
1751,15001750,Cliente1751,850,France,Female,18,9,112722.4,2,1,0,151138.93,0
1752,15001751,Cliente1752,667,Spain,Male,28,0,0.0,3,1,0,119726.56,0
1753,15001752,Cliente1753,686,France,Female,71,2,143245.37,1,1,0,180910.29,1
1754,15001753,Cliente1754,600,France,Female,34,9,0.0,2,0,1,137826.27,0
1755,15001754,Cliente1755,779,Germany,Female,72,1,139987.34,1,0,1,193656.05,0
1756,15001755,Cliente1756,545,France,Male,56,7,86812.04,2,1,1,180566.52,0
1757,15001756,Cliente1757,606,Spain,Male,62,6,81822.14,1,1,0,191440.17,1
1758,15001757,Cliente1758,645,France,Male,57,6,89042.74,3,1,0,177602.32,0
1759,15001758,Cliente1759,634,France,Female,47,3,130331.32,1,1,0,139361.26,0
1760,15001759,Cliente1760,589,Spain,Female,80,1,87270.31,2,1,0,173116.11,1
1761,15001760,Cliente1761,725,France,Female,80,7,0.0,3,1,0,205018.0,1
1762,15001761,Cliente1762,624,France,Male,24,3,19618.94,2,1,0,123681.08,0
1763,15001762,Cliente1763,467,France,Female,44,10,59604.57,3,1,1,158472.5,1
1764,15001763,Cliente1764,749,France,Male,57,1,0.0,2,0,1,157489.99,0
1765,15001764,Cliente1765,797,France,Male,27,2,41079.96,1,0,0,145717.35,0
1766,15001765,Cliente1766,603,Germany,Female,57,10,108786.57,1,1,1,171587.47,1
1767,15001766,Cliente1767,765,France,Male,18,1,49739.36,2,0,0,156537.43,0
1768,15001767,Cliente1768,605,France,Male,49,7,91423.08,3,1,1,157469.98,0
1769,15001768,Cliente1769,566,France,Male,42,8,0.0,2,0,0,126280.29,0
1770,15001769,Cliente1770,572,France,Female,55,0,86019.5,1,1,1,133123.3,0
1771,15001770,Cliente1771,789,France,Female,36,7,69141.55,1,1,1,132436.98,0
1772,15001771,Cliente1772,766,France,Male,59,4,0.0,1,1,1,158779.28,0
1773,15001772,Cliente1773,709,France,Male,53,4,91811.82,1,0,1,176395.09,1
1774,15001773,Cliente1774,564,France,Female,78,0,0.0,1,0,1,167112.53,0
1775,15001774,Cliente1775,718,France,Female,65,0,84599.28,1,1,1,170235.63,1
1776,15001775,Cliente1776,558,France,Female,43,7,101436.14,4,1,1,151791.56,0
1777,15001776,Cliente1777,703,Spain,Male,56,10,0.0,1,1,0,158974.93,1
1778,15001777,Cliente1778,604,France,Female,38,7,0.0,2,1,0,154780.3,0
1779,15001778,Cliente1779,602,Spain,Male,48,10,115966.24,1,1,1,162164.06,0
1780,15001779,Cliente1780,606,France,Male,33,0,0.0,1,1,0,116420.44,1
1781,15001780,Cliente1781,474,Germany,Male,57,3,91166.72,2,1,1,123327.42,1
1782,15001781,Cliente1782,501,France,Female,22,4,98651.02,1,1,0,94955.31,0
1783,15001782,Cliente1783,637,France,Male,54,7,76848.76,1,1,0,158788.86,1
1784,15001783,Cliente1784,559,Spain,Female,67,0,0.0,2,1,1,179818.87,0
1785,15001784,Cliente1785,720,France,Female,46,10,85815.85,1,1,1,153735.4,1
1786,15001785,Cliente1786,750,Germany,Male,38,7,102225.58,1,1,0,145531.9,0
1787,15001786,Cliente1787,517,France,Female,53,8,136566.32,2,0,1,182703.19,0
1788,15001787,Cliente1788,522,France,Male,51,4,93636.62,1,1,0,143250.66,0
1789,15001788,Cliente1789,636,France,Female,22,4,82991.69,1,0,0,118595.39,0
1790,15001789,Cliente1790,815,France,Male,59,2,61970.08,2,1,0,178875.71,0
1791,15001790,Cliente1791,583,Spain,Male,36,1,146135.51,2,0,0,141965.78,1
1792,15001791,Cliente1792,692,Germany,Female,38,1,50907.44,1,1,0,123528.24,0
1793,15001792,Cliente1793,509,France,Female,62,9,94096.69,3,1,0,193725.77,0
1794,15001793,Cliente1794,572,Spain,Male,53,8,0.0,2,1,1,160793.3,0
1795,15001794,Cliente1795,690,France,Female,56,4,76616.27,1,0,1,168320.71,0
1796,15001795,Cliente1796,628,Germany,Male,47,10,108982.78,2,1,1,168712.39,0
1797,15001796,Cliente1797,691,Germany,Male,74,2,31413.96,2,1,1,171516.78,1
1798,15001797,Cliente1798,659,Germany,Female,31,2,71108.71,1,1,1,126370.35,0
1799,15001798,Cliente1799,647,Spain,Male,68,0,0.0,1,1,1,149823.91,0
1800,15001799,Cliente1800,645,Germany,Male,33,9,0.0,3,1,0,140990.7,0
1801,15001800,Cliente1801,765,France,Male,69,5,29710.6,1,0,1,181874.76,1
1802,15001801,Cliente1802,643,Spain,Male,70,5,108571.16,3,1,1,201005.26,0
1803,15001802,Cliente1803,721,Spain,Female,18,4,2230.6,2,0,1,137170.1,0
1804,15001803,Cliente1804,625,France,Male,52,7,63252.37,1,0,1,160043.34,0
1805,15001804,Cliente1805,656,Spain,Male,49,5,0.0,1,1,0,140090.94,1
1806,15001805,Cliente1806,556,France,Female,43,8,16978.77,1,0,0,154666.87,0
1807,15001806,Cliente1807,469,France,Male,32,5,115774.64,3,1,0,146002.33,0
1808,15001807,Cliente1808,611,Germany,Female,24,1,79876.48,2,0,0,126386.65,0
1809,15001808,Cliente1809,655,France,Female,32,3,78170.69,1,1,0,137976.39,0
1810,15001809,Cliente1810,606,France,Female,24,1,0.0,1,1,0,96336.73,0
1811,15001810,Cliente1811,693,France,Male,70,2,118780.9,1,1,1,184741.04,0
1812,15001811,Cliente1812,579,Spain,Female,40,2,30375.85,1,1,0,117005.35,0
1813,15001812,Cliente1813,528,France,Male,47,6,69764.3,2,1,0,142936.87,1
1814,15001813,Cliente1814,521,France,Male,58,8,144258.78,2,0,0,159708.29,1
1815,15001814,Cliente1815,702,France,Female,56,3,47306.13,3,1,1,191601.06,0
1816,15001815,Cliente1816,576,Spain,Male,25,2,50679.65,3,1,1,121660.33,0
1817,15001816,Cliente1817,647,France,Female,79,1,44886.7,2,0,1,202740.67,1
1818,15001817,Cliente1818,526,Germany,Female,60,8,0.0,1,1,1,152274.57,1
1819,15001818,Cliente1819,572,Germany,Male,57,5,84676.62,2,0,1,159863.15,0
1820,15001819,Cliente1820,643,Germany,Male,20,6,94194.95,1,0,1,109227.68,0
1821,15001820,Cliente1821,737,Germany,Male,70,6,86399.23,2,1,0,183401.75,1
1822,15001821,Cliente1822,554,France,Female,55,6,0.0,1,1,1,165123.53,0
1823,15001822,Cliente1823,521,France,Female,58,4,91379.78,2,1,0,165783.6,0
1824,15001823,Cliente1824,643,Spain,Male,40,0,117359.84,2,1,1,143298.33,0
1825,15001824,Cliente1825,657,Germany,Male,57,8,54870.84,4,1,1,190327.81,0
1826,15001825,Cliente1826,607,Spain,Male,20,7,0.0,1,1,1,133420.96,0
1827,15001826,Cliente1827,747,France,Male,31,8,0.0,1,1,0,136941.56,0
1828,15001827,Cliente1828,497,Spain,Male,71,6,72949.28,2,0,0,161984.97,1
1829,15001828,Cliente1829,573,France,Female,53,4,0.0,1,1,0,138310.78,0
1830,15001829,Cliente1830,643,Spain,Female,38,8,85727.21,2,0,1,159129.97,0
1831,15001830,Cliente1831,569,France,Male,66,8,100271.06,1,0,0,180095.27,1
1832,15001831,Cliente1832,672,Germany,Female,78,3,49648.73,3,0,0,190280.27,1
1833,15001832,Cliente1833,644,France,Female,56,0,109765.83,2,1,1,172971.01,1
1834,15001833,Cliente1834,622,France,Male,19,7,116151.62,3,0,0,140936.65,0
1835,15001834,Cliente1835,848,Spain,Female,62,9,87019.85,1,0,1,177581.34,1
1836,15001835,Cliente1836,559,France,Male,66,0,132039.82,3,1,0,171236.96,0
1837,15001836,Cliente1837,621,Spain,Female,55,2,86199.0,2,1,0,157406.81,1
1838,15001837,Cliente1838,685,Spain,Male,80,5,46592.18,2,1,1,191653.67,0
1839,15001838,Cliente1839,579,France,Female,56,8,86498.07,3,0,0,175755.61,0
1840,15001839,Cliente1840,655,Germany,Male,47,3,102671.3,2,0,0,152054.43,0
1841,15001840,Cliente1841,716,France,Female,41,9,102865.5,1,1,1,168890.54,0
1842,15001841,Cliente1842,662,France,Female,54,10,0.0,2,1,0,163375.11,0
1843,15001842,Cliente1843,706,Spain,Male,23,1,71857.09,4,0,1,140380.84,0
1844,15001843,Cliente1844,611,Spain,Male,56,8,0.0,1,0,1,154965.81,1
1845,15001844,Cliente1845,621,Germany,Female,52,7,119715.15,2,0,1,168264.4,0
1846,15001845,Cliente1846,807,France,Female,31,10,47565.21,3,1,0,180514.28,0
1847,15001846,Cliente1847,684,France,Female,40,2,54178.0,1,0,1,125570.12,0
1848,15001847,Cliente1848,725,Spain,Male,65,4,0.0,1,0,0,154792.85,0
